licensepermitid,premisescounty,description,legalname,dba,actualaddressofpremises,city,statename,zipcode,originalissuedate,expirationdate,georeference
0361-23-160109-09,New York,Additional Bar,CARNIVAL LICENSE HOLDINGS LIMITED,Carnival Venezia-Deck 3 Lobby Bar,711 12TH AVE,NEW YORK,New York,10019,10/14/2025,10/31/2027,POINT (-73.99619 40.76868)
0340-23-134151,New York,Restaurant,SHIPWRECKED BAR & GRILL INC,WICKED WILLY'S,149 BLEECKER STREET,NEW YORK,New York,10014,03/17/2025,03/31/2027,POINT (-73.99939 40.72827)
0340-24-126797,New York,Restaurant,GTSG Restaurant Corp,THE CASUAL GREEK,821 2nd Ave,New York,New York,10017,08/31/2024,07/31/2026,POINT (-73.97139 40.75099)
0340-23-132246,Kings,Restaurant,ISLAND GRILL CAFE INC,ISLAND GRILL,5501 GLENWOOD ROAD,BROOKLYN,New York,11234,06/05/2025,05/31/2027,POINT (-73.92367 40.6355)
0340-24-100104,New York,Restaurant,ARIYASAP INC,WAN WAAN,200 8TH AVE,NEW YORK,New York,10011,01/06/2026,12/31/2027,POINT (-73.99973 40.74357)
0340-25-117872,New York,Restaurant,Blue Mountain 888 Inc.,Blue Mountain Sushi & Asian Cuisine Bar & Lounge,396 3rd Ave,New York,New York,10016,07/26/2025,08/31/2027,POINT (-73.98073 40.74213)
0340-23-131377,New York,Restaurant,WESTSIDE STORY INC,,200 W 79TH ST,NEW YORK,New York,10024,03/27/2025,03/31/2027,POINT (-73.97866 40.78328)
0340-23-131727,New York,Restaurant,GOLDEN C HOSPITALITY INC,SUPERBUENO,13 1ST AVE,NEW YORK,New York,10003,09/15/2025,09/30/2027,POINT (-73.9884 40.72338)
0340-23-137776,Queens,Restaurant,PANINA INC,PANINA,68-38 FOREST AVE,RIDGEWOOD,New York,11385,08/19/2025,09/30/2027,POINT (-73.90107 40.70262)
0340-24-137213,Bronx,Restaurant,EL GRAND CHEF RESTAURANT & PIZZERIA INC,El Grand Chef Restaurant,237 E Tremont Ave,Bronx,New York,10457,11/26/2024,10/31/2026,POINT (-73.90441 40.84902)
0340-23-132484-06,Queens,Additional Bar,"Aramark Sports and Entertainment Services, LLC",CITI FIELD,126TH STREET AND ROOSEVELT AVE,FLUSHING,New York,11368,03/12/2025,02/28/2027,POINT (-73.84322 40.75535)
0340-25-119525,Queens,Restaurant,TAV New York Operation Services LLC,,JFK International Airport,Jamaica,New York,11430,08/13/2025,07/31/2027,
0340-25-122386,Queens,Restaurant,LIC KTV LLC,,45-57 Davis St,Long Island City,New York,11101,09/11/2025,08/31/2027,POINT (-73.94466 40.74431)
0340-23-130069,New York,Restaurant,"CALAVERAS GROUP LLC, THE",THE CALAVERAS GROUP,949 COLUMBUS AVE,NEW YORK,New York,10025,06/13/2025,06/30/2027,POINT (-73.96259 40.79964)
0346-23-124800,Kings,Catering Establishment,"GLEN TERRACE, INC.",,5305 21 AVE N,BROOKLYN,New York,11234,03/06/2025,02/28/2027,POINT (-73.9234 40.61916)
0340-23-133053,New York,Restaurant,HIGHLINE GROUP NYC LLC,KAHLO,525 W 29TH ST,NEW YORK,New York,10001,09/30/2025,09/30/2027,POINT (-74.00273 40.752)
0349-23-124822,Queens,Club,WEST SIDE TENNIS CLUB,,1 TENNIS PLACE & BURNS STREET,FOREST HILLS,New York,11375,02/03/2025,02/28/2027,POINT (-73.84696 40.71965)
0340-23-138376,Kings,Restaurant,3 COUNTRY LLC,THE THREE DIAMOND DOOR,211 KNICKERBOCKER AVE,BROOKLYN,New York,11237,08/27/2025,08/31/2027,POINT (-73.92633 40.70336)
0340-24-132942,New York,Restaurant,KIKO NYC LLC,KIKO,307 Spring St,New York,New York,10013,10/16/2024,09/30/2026,POINT (-74.00848 40.72593)
0340-24-134897,New York,Restaurant,Jumieka LLC,Jumieka Grand,346 Lexington Ave,New York,New York,10016,11/04/2024,10/31/2026,POINT (-73.97715 40.74992)
0340-23-134944,Kings,Restaurant,IL PORTO BRICK OVEN RISTORANTE LLC,,37 WASHINGTON AVE,BROOKLYN,New York,11205,10/15/2025,01/31/2027,POINT (-73.96771 40.69751)
0340-23-131212,New York,Restaurant,NEW YORK SHAKESPEARE FESTIVAL & Hudson Yards Catering/ MGR,,425 LAFAYETTE ST,NEW YORK,New York,10003,12/09/2024,12/31/2026,POINT (-73.99193 40.72929)
0340-23-130780,Kings,Restaurant,BTCCH CORP,,1081 FULTON ST,BROOKLYN,New York,11238,03/17/2025,03/31/2027,POINT (-73.9585 40.68171)
0346-26-135578-01,New York,Additional Bar,The Studio Museum in Harlem and Settepani at Studio LLC as Mgr,(Rooftop - Additional Bar),144 W 125th St,New York,New York,10027,02/17/2026,01/31/2028,POINT (-73.9474 40.80858)
0340-25-110228,New York,Restaurant,Penn Plaza Restaurant LLC,Dynamo Room,2 Penn Plaza,New York,New York,10121,05/14/2025,04/30/2027,POINT (-73.99296 40.75111)
0340-24-136915,New York,Restaurant,SATHI GROUP INC,SATHI II,152 E 46TH ST,NEW YORK,New York,10017,11/22/2024,10/31/2026,POINT (-73.97342 40.75367)
0340-24-109783,New York,Restaurant,PALERMO46 INC,PALERMO ARGENTINIAN BISTRO,373 W 46TH ST,NEW YORK,New York,10036,04/12/2024,03/31/2026,POINT (-73.99041 40.76084)
0340-25-131607,Kings,Restaurant,Waytogo Inc,,884 Fulton St,BROOKLYN,New York,11238,12/12/2025,11/30/2027,POINT (-73.96568 40.68322)
0340-23-136175,Kings,Restaurant,MACOLETTA II LLC,MACOLETTA,56 N 9TH ST,BROOKLYN,New York,11249,01/16/2025,01/31/2027,POINT (-73.96039 40.72132)
0340-23-133505,New York,Restaurant,330 WB OPERATIONS LLC,SOLA PASTA BAR,330 W BROADWAY,NEW YORK,New York,10013,07/01/2025,07/31/2027,POINT (-74.00391 40.72223)
0340-23-136344,Kings,Restaurant,HOTEL RL BROOKLYN INC,RED LION HOTEL,1080 BROADWAY,BROOKLYN,New York,11221,02/15/2025,01/31/2027,POINT (-73.93082 40.6945)
0340-23-128921,Richmond,Restaurant,TAQUERIA ROQUETA INC,LA FORTUNA MEXICAN RESTAURANT,2047 RICHMOND TERRACE,STATEN ISLAND,New York,10302,04/21/2025,05/31/2027,POINT (-74.13126 40.64042)
0340-23-137128,Kings,Restaurant,QUEENOFSCOTS LLC,FIONA'S,562 FLATBUSH AVE,BROOKLYN,New York,11225,01/24/2025,01/31/2027,POINT (-73.96062 40.66012)
0340-24-125546,Richmond,Restaurant,MARIACHI MEXICAN CANTINA LLC,,10 MINTHORNE ST,STATEN ISLAND,New York,10301,12/14/2025,07/31/2026,POINT (-74.07546 40.63771)
0340-23-134227,New York,Restaurant,THANA CORP,PAD THAI NOODLE LOUNGE,114 8TH AVE,NEW YORK,New York,10011,06/09/2025,06/30/2027,POINT (-74.00168 40.74091)
0340-23-131332,Bronx,Restaurant,CASA CLEMA CORP,CASA CLEMA RESTAURANT & BAR,1731 UNIVERSITY AVE,BRONX,New York,10453,08/21/2025,08/31/2027,POINT (-73.91654 40.84983)
0340-23-137658,Kings,Restaurant,MILAGROS BISTRO LATINO LLC,BLUE AGAVE RESTAURANT & TEQUILERIA,7215 B 3RD AVENUE,BROOKLYN,New York,11209,01/04/2025,12/31/2026,POINT (-74.0271 40.63314)
0346-22-116939,New York,Catering Establishment,CPS 5 LLC and Sahara Plaza LLC,,768 5th Avenue,New York,New York,10019,12/03/2025,01/31/2028,POINT (-73.9739 40.76423)
0370-24-136273-01,New York,Additional Bar,LOCAL WEST LLC,THE RUTHERFORD,ONE PENN PLAZA,NEW YORK,New York,10119,11/27/2024,11/30/2026,POINT (-73.99183 40.75063)
0340-25-113402,New York,Restaurant,MIDTOWN BARKING DOG LLC,BARKING DOG,329 W 49th St,New York,New York,10019,06/11/2025,05/31/2027,POINT (-73.988 40.76227)
0340-25-109600,New York,Restaurant,TSRC Concepts LLC,"MUSAAFER, SAAQI",133 Duane St,New York,New York,10013,05/08/2025,04/30/2027,POINT (-74.00763 40.71624)
0340-25-131303,Queens,Restaurant,Melania's Latin Cuisine Corp,,35-11 Queens Blvd,Long Island City,New York,11101,12/09/2025,11/30/2027,POINT (-73.92915 40.74454)
0343-22-123246-01,New York,Additional Bar,"730 5TH UPPER LLC, AMAN GRP, S.A.R.L & F&B 575 LLC & 730 HAPPENNINGS LLC","14th Floor, Outdoor Terrace Bar",730 5TH AVE,NEW YORK,New York,10019,05/31/2024,05/31/2026,POINT (-73.97413 40.76273)
0340-26-134289,Bronx,Restaurant,Mambo Buffet Restaurant Corp,,80 W Kingsbridge Rd,Bronx,New York,10468,01/27/2026,01/27/2028,POINT (-73.90043 40.86813)
0346-22-116645,Bronx,Catering Establishment,WESTWOOD MANOR LLC,MAESTRO'S CATERERS,1703 BRONXDALE AVENUE,BRONX,New York,10462,12/07/2024,11/30/2026,POINT (-73.85875 40.84546)
0370-24-134050-01,New York,Additional Bar,BROADWATER & PEARL ASSOCIATES LLC,FRAUNCES TAVERN,54 PEARL ST,NEW YORK,New York,10004,10/31/2024,10/31/2026,POINT (-74.01138 40.70353)
0349-23-125633,Kings,Club,BKLYN SLOVAK AMERICAN,CITIZEN CLUB INC,619 MANHATTAN AVE,BROOKLYN,New York,11222,02/04/2025,02/28/2027,POINT (-73.95066 40.72356)
0370-24-127602-01,New York,Additional Bar,ONE HANOVER LLC,ULYSSES,91 97 PEARL ST,NEW YORK,New York,10004,09/13/2024,09/30/2026,POINT (-74.08501 40.6268)
0340-23-137354,Kings,Restaurant,EVE'S 3 LLC,EVE'S,769 WASHINGTON AVENUE,BROOKLYN,New York,11238,03/12/2025,03/31/2027,POINT (-73.963 40.67379)
0340-23-162983,New York,Restaurant,TASTE FROM EVEREST INC,,102 LEXINGTON AVE,NEW YORK,New York,10016,11/28/2025,11/30/2027,POINT (-73.98281 40.74217)
0361-24-127005-04,Kings,Additional Bar,MSC CRUISES SA,MSC MERAVIGLIA,BROOKLYN CRUISE TERMINAL,BROOKLYN,New York,11231,09/04/2024,08/31/2026,
0340-24-131569,Kings,Restaurant,Mr. Fire Bar & Grill Corp,,3175 Fulton St,Brooklyn,New York,11208,10/04/2024,09/30/2026,POINT (-73.87757 40.68211)
0340-23-136980,New York,Restaurant,RISHANK LLC,THE NORTH FORK RESTAURANT AND BAR,122 CHRISTOPHER ST,NEW YORK,New York,10014,01/31/2025,01/31/2027,POINT (-74.00573 40.73317)
0340-23-139420,New York,Restaurant,HAMA NEW YORK INC,SAKE BAR HAGI 46,245 W 51ST ST,NEW YORK,New York,10019,09/10/2025,09/30/2027,POINT (-73.98498 40.76263)
0349-24-133217-02,Kings,Additional Bar,SCOTT AVENUE ASSOCIATES INC,Rear Bar,154 SCOTT AVE,BROOKLYN,New York,11237,10/18/2024,09/30/2026,POINT (-73.92365 40.71193)
0340-23-133109,Queens,Restaurant,PAGE II CORPORATION,PARK SIDE RESTAURANT,107 01 CORONA AVENUE,CORONA,New York,11368,02/04/2025,02/28/2027,POINT (-73.85606 40.74366)
0340-22-115012,New York,Restaurant,METROGRAPH LLC,,7 LUDLOW ST,NEW YORK,New York,10002,03/20/2026,03/31/2028,POINT (-73.99094 40.71504)
0340-23-134868,New York,Restaurant,CARIELY RESTAURANT CORP,SABOR A MEXICO II,233 E 77 ST,NEW YORK,New York,10021,10/07/2025,10/31/2027,POINT (-73.9571 40.77248)
0340-22-115408,Queens,Restaurant,DREDSURFER LLC,,16-27 SEAGIRT BLVD,FAR ROCKAWAY,New York,11691,07/08/2024,06/30/2026,POINT (-73.7507 40.59506)
0340-23-127604,New York,Restaurant,L & J BRAZIL RESTAURANT INC,VIA BRAZIL,34 36 W 46TH STREET,NEW YORK,New York,10036,02/07/2025,02/28/2027,POINT (-73.98075 40.75675)
0340-25-132186,Queens,Restaurant,B10 LLC,BAREBURGER,42-38 BELL BLVD,BAYSIDE,New York,11361,12/22/2025,11/30/2027,POINT (-73.77011 40.76181)
0340-23-135402,New York,Restaurant,ALTAMAREA LLC,MAREA,240 CENTRAL PARK SOUTH,NEW YORK,New York,10019,03/13/2025,03/31/2027,POINT (-73.98114 40.76777)
0340-23-130790,New York,Restaurant,"1TYGER, LLC",TYGER/SOUTH SOHO BAR,1 HOWARD ST,NEW YORK,New York,10013,11/06/2025,01/31/2027,POINT (-73.99938 40.71895)
0340-23-138439,New York,Restaurant,435 WEST 31ST STREET A LLC,DAILY PROVISIONS,435 W 31ST ST,NEW YORK,New York,10001,09/12/2025,09/30/2027,POINT (-73.99921 40.75213)
0340-24-136095,Queens,Restaurant,AKASHA BAR & EVENT HALL INC,AKASHA RESTAURANT,116-11 SUTPHIN BLVD,JAMAICA,New York,11434,11/14/2024,10/31/2026,POINT (-73.79255 40.68223)
0340-25-104845,New York,Restaurant,Noho Neighbors LLC,Elvis,54 Great Jones St,New York,New York,10012,03/12/2025,02/28/2027,POINT (-73.99224 40.72663)
0340-23-132049,New York,Restaurant,NOBU 57 LLC,,40 W 57TH STREET,NEW YORK,New York,10019,01/27/2026,06/30/2027,POINT (-73.97579 40.76373)
0340-25-108591,Queens,Restaurant,Barkarda NYC Inc,,33-05 Broadway,Astoria,New York,11106,04/30/2025,03/31/2027,POINT (-73.92349 40.76108)
0340-23-138620,New York,Restaurant,AMERICAN PIZZA INC,THE SPOTTED DOG,1154 1ST AVE,NEW YORK,New York,10065,03/26/2025,03/31/2027,POINT (-73.96004 40.76228)
0340-24-103731,New York,Restaurant,BB TRIBECA LLC,BEEFBAR,105 HUDSON ST,NEW YORK,New York,10013,01/04/2026,01/31/2028,POINT (-74.00873 40.71946)
0340-23-129079,New York,Restaurant,JURAKU INC,IZAKAYA JURAKU,121 LUDLOW ST,NEW YORK,New York,10002,01/17/2025,01/31/2027,POINT (-73.98858 40.71964)
0340-23-139386,Kings,Restaurant,RIVERWALK MANAGEMENT INC,NAKED DOG,47 JAVA ST,BROOKLYN,New York,11222,09/04/2025,08/31/2027,POINT (-73.95932 40.73114)
0340-26-135227,Queens,Restaurant,OSTERIA BROOKLYN LEASING CORP.,Osteria Brooklyn,1-50 50th Ave,Long Island City,New York,11101,02/10/2026,01/31/2028,POINT (-73.95925 40.74374)
0340-23-134720,Bronx,Restaurant,27 SPORTS BAR AND CAFE INC,,2 W MOUNT EDEN AVENUE,BRONX,New York,10452,07/22/2025,07/31/2027,POINT (-73.91498 40.84445)
0340-23-136825,New York,Restaurant,174 EIGHTH REST CORP,JUNGLE BIRD,174 8TH AVE,NEW YORK,New York,10011,07/03/2025,03/31/2027,POINT (-74.00038 40.74269)
0340-23-139448,New York,Restaurant,LPB1 LLC,LA PECORA BIANCA,1133 BROADWAY - STORE A,NEW YORK,New York,10010,07/28/2025,06/30/2027,POINT (-73.98905 40.74356)
0340-25-101015,Bronx,Restaurant,NUEVO BANI RESTAURANT CORP,,1430 WATSON AVE,BRONX,New York,10472,01/16/2025,12/31/2026,POINT (-73.883 40.82544)
0340-23-131957,Queens,Restaurant,J D IT INC,LUIGIS,26521 UNION TPK,NEW HYDE PARK,New York,11040,07/15/2025,08/31/2027,POINT (-73.70733 40.74953)
0340-23-139081,New York,Restaurant,AMITY HALL UPTOWN INC,AMITY HALL,984 986 AMSTERDAM AVE,NEW YORK,New York,10025,11/10/2025,11/30/2027,POINT (-73.96447 40.80214)
0361-24-127005-11,Kings,Additional Bar,MSC CRUISES SA,MSC MERAVIGLIA,BROOKLYN CRUISE TERMINAL,BROOKLYN,New York,11231,09/04/2024,08/31/2026,
0340-22-114857,Queens,Restaurant,DR FOGON INC,,271-11 UNION TPKE,NEW HYDE PARK,New York,11040,11/22/2024,11/30/2026,POINT (-73.70293 40.75209)
0340-23-135452,New York,Restaurant,HOLE IN THE WALL CLIFF ST LLC,HOLE IN THE WALL,15 CLIFF ST,NEW YORK,New York,10038,04/03/2025,03/31/2027,POINT (-74.00553 40.7081)
0370-24-133643-01,New York,Additional Bar,OWLINGS INC,KIND REGARDS,152 LUDLOW STREET,NEW YORK,New York,10002,10/28/2024,10/31/2026,POINT (-73.98795 40.72087)
0340-23-134063,Kings,Restaurant,CALAVERAS MARGARITAS AND TACOS LLC,CALABRIJE'S MARGARITAS AND TACOS,234 STARR ST,BROOKLYN,New York,11237,06/03/2025,06/30/2027,POINT (-73.92257 40.70568)
0340-25-107834,New York,Restaurant,Boteco Do Casa LLC,Casa Restaurant,157 Duane St,New York,New York,10013,04/21/2025,03/31/2027,POINT (-74.00871 40.71674)
0340-23-134087,New York,Restaurant,NEWSTEAD RESTAURANT LLC,LEFT BANK,117 PERRY ST,NEW YORK,New York,10014,08/18/2025,05/31/2027,POINT (-74.00669 40.73504)
0340-25-132421,New York,Restaurant,MONGKOL 88 LLC,OMAI,158 9TH AVE,NEW YORK,New York,10011,12/26/2025,11/30/2027,POINT (-74.00285 40.7444)
0340-23-129983,New York,Restaurant,ST JAMES ASSOCS A LTD PRTNRSHP,CHAMBLAIR REALTY INC - DBA SMITH & WOLLENSKY,201 07 E 49TH AKA 797 3RD AVE,NEW YORK,New York,10022,05/13/2025,05/31/2027,POINT (-73.97112 40.75533)
0340-23-139146,Queens,Restaurant,6720 RBB RESTAURANT CORP,ROCKAWAY TIKI BAR,67-20 ROCKAWAY BEACH BLVD,ARVERNE,New York,11692,05/30/2025,05/31/2027,POINT (-73.79661 40.59056)
0340-23-139186,Bronx,Restaurant,LANAS FAMILY CORP,ESTRELLITA POBLANA,374 E 204TH ST,BRONX,New York,10467,02/28/2025,02/28/2027,POINT (-73.87702 40.87133)
0340-22-115107,New York,Restaurant,MOE LARRY CHEESE LLC,LE COUCOU,138 LAFAYETTE ST,NEW YORK,New York,10013,03/23/2026,04/30/2026,POINT (-74 40.71902)
0340-24-136773,Richmond,Restaurant,Doherty Apple Outerbridge LLC,Applebee's Neighborhood Grill & Bar,2720 Veterans Rd W,Staten Island,New York,10309,11/21/2024,10/31/2026,POINT (-74.22956 40.53019)
0349-23-125986,New York,Club,"NIPPON CLUB INC,THE",THE NIPPON CLUB INC,145 W 57TH STREET,NEW YORK,New York,10019,02/15/2025,02/28/2027,POINT (-73.97884 40.76502)
0340-23-136518,New York,Restaurant,JO RACH INC,BABY JOHN'S PIZZERIA,191 GRAND ST,NEW YORK,New York,10013,08/18/2025,08/31/2027,POINT (-73.99713 40.71926)
0340-25-117053,New York,Restaurant,Passerine LLC,Passerine,36 East 20th Street,New York,New York,10003,07/18/2025,06/30/2027,POINT (-73.98859 40.73868)
0349-23-125759,New York,Club,"ROCKEFELLER UNIVERSITY,THE",FACULTY & STUDENTS CLUB INC,1230 52 YORK AVE,NEW YORK,New York,10021,02/21/2025,02/28/2027,POINT (-73.95636 40.76297)
0340-23-138998,Queens,Restaurant,2273 LOS AMIGOS MEXICAN RESTAURANT CORP,2273 LOS AMIGOS MEXICAN RESTAURANT,22-73 31ST ST,ASTORIA,New York,11105,03/24/2025,03/31/2027,POINT (-73.91257 40.77462)
0340-22-114788,Kings,Restaurant,TERERE CORPORATION,TABARE RESTAURANT,221 SOUTH 1ST ST,BROOKLYN,New York,11211,12/24/2025,01/31/2028,POINT (-73.95909 40.71294)
0340-23-128317,New York,Restaurant,MANSIONS OF GLORY HOSPITALITY LLC,BEYOND THE PALE NYC,53 SPRING ST,NEW YORK,New York,10012,04/03/2025,04/30/2027,POINT (-73.99664 40.72211)
0340-25-126234,New York,Restaurant,Gan-Hoo BBQ 2 Inc,Gan-Hoo BBQ,27-29 E 30th St,New York,New York,10016,10/15/2025,09/30/2027,POINT (-73.98428 40.74503)
0340-23-139261,New York,Restaurant,GREY DOG CARMINE INC,THE GREY DOG,49 CARMINE ST,NEW YORK,New York,10014,09/05/2025,07/31/2027,POINT (-74.00384 40.72989)
0346-20-104265,New York,Catering Establishment,BIANCAS ON THE PARK INC,,2116 7TH AVE,NEW YORK,New York,10027,01/26/2026,12/31/2027,POINT (-73.948 40.80958)
0340-23-136400,New York,Restaurant,ATLA LAFAYETTE LLC,,372 LAFAYETTE ST,NEW YORK,New York,10012,02/27/2025,02/28/2027,POINT (-73.99372 40.72716)
0340-23-136288,Queens,Restaurant,CARIBBEAN ROTI EXPRESS INC,,173-21 JAMAICA AVE,JAMAICA,New York,11432,02/24/2025,01/31/2027,POINT (-73.78624 40.70792)
0340-22-114990,New York,Restaurant,225 WEST BROADWAY CORP,ATTRAVERSA,225 W BROADWAY,NEW YORK,New York,10013,11/17/2025,11/30/2026,POINT (-74.00623 40.71932)
0340-23-137671,Kings,Restaurant,BIANCHIBK LLC,CHAVELAS,736 FRANKLIN AVENUE,BROOKLYN,New York,11238,08/13/2025,07/31/2027,POINT (-73.95696 40.67343)
0340-23-130237,New York,Restaurant,HILLSTONE RESTAURANT GROUP INC,HILLSTONE RESTAURANT,51 MADISON AVE,NEW YORK,New York,10010,09/17/2025,09/30/2027,POINT (-73.98621 40.74331)
0340-23-137181-04,Queens,Additional Bar,"LAGUARDIA USA, LLC",ROSSI PIZZERIA AND FLATIRON TAVERN,"LAGUARDIA ARPT, TERM C, CON G",FLUSHING,New York,11371,10/30/2025,10/31/2027,
0340-24-136236-03,Bronx,Additional Bar,Bally's New York Operating Company LLC,Halfway House Additional Bar,500 Hutchinson River Pkwy,Bronx,New York,10465,11/15/2024,10/31/2026,POINT (-73.83391 40.81099)
0340-23-129458,New York,Restaurant,MDB 38 LLC,MAD DOG & BEANS MEXICAN CANTINA,6 E 39TH ST,NEW YORK,New York,10016,04/03/2025,03/31/2027,POINT (-73.98158 40.75129)
0340-23-137575,New York,Restaurant,MORARS LLC,MISIRIZZI,36 E 4TH ST,NEW YORK,New York,10003,11/25/2025,07/31/2027,POINT (-73.99213 40.72737)
0340-23-130577,New York,Restaurant,MORE PEAS LLC,LONDON & MARTIN CO,6 STONE ST,NEW YORK,New York,10004,10/08/2024,10/31/2026,POINT (-74.0125 40.70403)
0340-24-103679,New York,Restaurant,ELLENS STARDUST INC AND LESSINGS STARDUST MGMT LLC,ELLENS STARDUST DINER,1650 BROADWAY,NEW YORK,New York,10019,01/27/2026,01/31/2028,POINT (-73.98371 40.76195)
0340-25-126884,Queens,Restaurant,Soothr Koon Limited,Soothr LIC,25-20 43rd Ave,Long Island City,New York,11101,10/22/2025,09/30/2027,POINT (-73.94177 40.74839)
0340-23-130471,New York,Restaurant,BL 55 HUDSON YARDS NY LLC,BLUESTONE LANE,55 HUDSON YARDS,NEW YORK,New York,10001,12/22/2025,12/31/2027,POINT (-74.00211 40.75569)
0340-23-133371,Kings,Restaurant,270 MESEROLE REST CORP,9 BOB NOTE,272 MESEROLE ST,BROOKLYN,New York,11206,01/07/2025,01/31/2027,POINT (-73.9377 40.70859)
0340-24-126143,Kings,Restaurant,UNORIGINAL INC,UNORIGINAL NOODLES & BAR,687 6th Ave,Brooklyn,New York,11215,08/27/2024,07/31/2026,POINT (-73.9905 40.6607)
0346-25-123279,New York,Catering Establishment,Heermance Farm Kitchen LLC,Heermance Farm Kitchen,183 Christopher St,New York,New York,10014,09/17/2025,08/31/2027,POINT (-74.00959 40.7325)
0340-23-132610,New York,Restaurant,228 WEST 10TH STREET LLC,L'ARTUSI,228 W 10TH ST,NEW YORK,New York,10014,05/08/2025,05/31/2027,POINT (-74.00517 40.73392)
0340-23-136133,New York,Restaurant,11TH STREET RESTAURANT LLC,THE GOLDEN SWAN,314 W 11TH ST,NEW YORK,New York,10014,04/29/2025,04/30/2027,POINT (-74.00671 40.73573)
0340-24-139118,Kings,Restaurant,Bushwick Bay Inc,Tora,242 Himrod St,Brooklyn,New York,11237,12/13/2024,11/30/2026,POINT (-73.91996 40.69996)
0340-23-130529,Kings,Restaurant,NOBARS LLC,,23 GREENPOINT AVE,BROOKLYN,New York,11222,01/31/2025,01/31/2027,POINT (-73.95983 40.72966)
0340-23-133483,New York,Restaurant,THANK YOU GOD LLC,KEBAB AND SHARAB,247 W 72ND ST,NEW YORK,New York,10023,05/19/2025,05/31/2027,POINT (-73.98341 40.77936)
0340-23-159455-01,New York,Additional Bar,EATALY LAFAYETTE LLC,,200 LAFAYETTE ST,NEW YORK,New York,10012,09/25/2025,09/30/2027,POINT (-73.99782 40.72146)
0343-24-102685-03,Kings,Additional Bar,QUADRUM BK LLC & QUADRUM HOSPITALITY GROUP LLC,Art Williamsburg,96 Wythe Ave,Brooklyn,New York,11249,01/30/2026,01/31/2028,POINT (-73.95843 40.72135)
0340-24-113025,Kings,Restaurant,AFURI NEW YORK LLC,AFURI RAMEN + DUMPLING,61 N 11TH ST,BROOKLYN,New York,11249,05/10/2024,04/30/2026,POINT (-73.95857 40.72203)
0340-25-115639,New York,Restaurant,"CUTS & SLICES, INC.",,321 E Houston St,New York,New York,10002,07/03/2025,06/30/2027,POINT (-73.98283 40.72109)
0346-23-124337,Kings,Catering Establishment,HUDSON TABLE BK LLC,HUDSON TABLE,88 WITHERS ST,BROOKLYN,New York,11211,02/06/2025,02/28/2027,POINT (-73.94856 40.71699)
0340-23-135734,New York,Restaurant,TIMES SQUARE 46 RESTAURANT CORP,PUTTANESCA,328 330 W 46TH ST,NEW YORK,New York,10036,07/15/2025,05/31/2027,POINT (-73.9891 40.76028)
0349-23-124956,Kings,Club,EXCELSIOR YACHT CLUB,,1902 SHORE PKWY,BROOKLYN,New York,11214,02/28/2025,02/28/2027,POINT (-73.99323 40.58945)
0340-23-137620,New York,Restaurant,SUSHI GAMA CORP,SUSHI GAMA,1403 2ND AVE,NEW YORK,New York,10021,01/29/2025,02/28/2027,POINT (-73.9578 40.7696)
0340-24-113491,Bronx,Restaurant,LA CORONA BAR CORP,FIESTAS MEXICANAS RESTAURANT & BAR,2428 HUGHES AVE,BRONX,New York,10458,05/14/2024,04/30/2026,POINT (-73.88621 40.85598)
0340-25-128713,Kings,Restaurant,Surfish Bistro III Inc,Inkaico Peruvian Kitchen,447 Bergen St,Brooklyn,New York,11217,11/10/2025,10/31/2027,POINT (-73.97617 40.68115)
0340-25-114379-01,New York,Additional Bar,"CITY WINERY NY - PIER 57, LLC",,25 11th Ave Fl 5,New York,New York,10011,08/01/2025,05/31/2027,POINT (-74.00884 40.74266)
0340-22-115491-01,New York,Additional Bar,CORKBUZZ TWO LLC,CORKBUZZ CHELSEA MARKET,75 9TH AVE,NEW YORK,New York,10011,06/27/2024,06/30/2026,POINT (-74.00611 40.74217)
0340-25-127344-01,New York,Additional Bar,Stout on 35th Street LLC,Stout NYC,213 West 35th Street,New York,New York,10001,10/27/2025,09/30/2027,POINT (-73.99082 40.75195)
0340-23-134451,New York,Restaurant,ANGELO'S PIZZA 1697 INC,,1697 BROADWAY,NEW YORK,New York,10019,01/14/2025,02/28/2027,POINT (-73.98263 40.76374)
0340-23-137741,Queens,Restaurant,VICTORY SWEET SHOP LTD,,21 69 STEINWAY ST,ASTORIA,New York,11105,08/15/2025,08/31/2027,POINT (-73.91012 40.76952)
0346-23-126377,Queens,Catering Establishment,BELUX CATERING CORP,ANTUNS,96 43 SPRINGFIELD BLVD,QUEENS VILLAGE,New York,11429,02/04/2025,02/28/2027,POINT (-73.74662 40.73164)
